"ID","Pi","Inventaire","Famille","Catégorie","Forme","Type","Période","Texte","Bibliographie","secteur","secteur_ID","x","y"
"ETHVII519",1011,"H 204",,,"cratère?",,,"FRAGMENT (CRATÈRE ?).
Larg. max. 8,2 cm ; haut. max. 4 cm ; ép. 1,1 cm. Intérieur, vernis noir. Extérieur, à gauche : jambes de deux guerriers armés de lances ; à droite, quadrige. Incisions. Rehauts rouges pour les guerriers.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 99, no 167, pl. XLII, 167",,,,
"ETHVII520",1207,"55-151",,,"amphore?",,,"FRAGMENT (AMPHORE ?).
Intérieur réservé. Tête et buste de deux cavaliers à droite, l'un barbu, l'autre imberbe, revêtus du chiton, montant côte à côte ; à droite, crinière d'un cheval. Un des cavaliers tient une lance. Incisions assez soignées. Rehauts rouges pour la barbe d'un cavalier et la crinière du cheval.
Autour de 530.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 100, no 168, pl. XLII, 168","Agora 1955",77,24.713761009,40.779568773
"ETHVII521",904,"H 363",,,"cratère",,,"FRAGMENT DE CRATÈRE.
Larg. max. 3,8 cm ; haut. max. 2.6 cm. Coiffure en chignon d'une femme à gauche, et début d'une inscription peinte ΑΝΔ (Andromaque ?). Incisions. Rehauts rouges.
Fin du troisième quart du vie siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 100, no 169, pl. XLIII, 169",,,,
"ETHVII522",1230,"55-252",,,"support",,,"FRAGMENTS DE SUPPORT D'UN LÉBÈS GAMIKOS.
Larg. max. 15 cm ; haut. max. 10 cm. Intérieur réservé. Extérieur décoré d'une zone de rayons séparée par deux filets parallèles d'une zone d'animaux : de gauche à droite : cygne, lion (la queue est très effacée), et arrière-train de cervidé, tous à droite. Dans le champ, rosace schématisée. Incisions schématisées ; rehauts soignés : bande rouge entre deux filets blancs sur les ailes du cygne, rouge sur le poitrail et le corps du lion, souligné par une ligne blanche qui contourne la tête et passe sur le flanc, enfin trace d'une « virgule » blanche sur
le corps du cervidé.
Fin du troisième quart du vie siècle. Pourraient être local.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 100, no 170, pl. XLIII, 170",,,,
"ETHVII523",1127,"fonds H",,,"couvercle ou lékané",,,"FRAGMENT DE COUVERCLE OU LÉKANÉ.
Dimensions : 7,5 cm. 1,2 cm. Intérieur, vernis noir. Extérieur, procession : deux personnages drapés dans un himation, debout à droite, précédés par un personnage monté sur un char. Inscriptions fictives. Incisions schématiques. Rehauts rouges pour les pans de l'himation.
Troisième quart du vie siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 100, no 171, pl. XLIII, 171",,,,
"ETHVII524",,"H 199",,,"fragment",,,"FRAGMENT.
Larg. max. 2,9 cm ; haut. max. 4,3 cm ; ép. 0,7 cm. Intérieur vernis noir et filet rouge. Deux jambes, appartenant à deux personnages qui s'opposent, peut-être des lutteurs. Cf. un skyphos du BM, 1925, 12-17.1, JHS, 75 (1955), p. 94, fig. 2, avec Atalante et Pelée. Incisions. Rehauts rouges pour le cœur de la palmette et sa feuille verticale.
Troisième quart du vie siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 100, no 172, pl. XLIII, 172",,,,
"ETHVII525",,"D 425",,,"fragment",,,"FRAGMENT.
Dimensions : 4,5 cm x 3,4 cm ; ép. 0,38 cm. Intérieur réservé. Croupe de coq à droite ; plumes de la queue et au-dessus palmette, quelques traces de rehauts rouges.
Troisième quart du vie siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 100, no 173, pl. XLIII, 173",,,,
"ETHVII526",,"D 461",,,"couvercle",,,"FRAGMENT DE COUVERCLE.
Dimensions : 7,9 cm x 4 cm. Argile chamois orange. Intérieur, vernis noir. Extérieur, palmettes et boutons de lotus. Au-dessous filets en vernis noir, puis rangée de gros points ; ensuite sur la partie incurvée, filets noirs et début du décor. Le vernis est brunâtre. Incisions. Rehauts rouges pour le cœur des palmettes et l'un des pétales.
Fin du vie siècle ou début du ve siècle. Cf. des skyphoi béotiens à Athènes, Musée de l'Agora, P 3885, P 3886 a, P 38870.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 100, no 1, pl. XLIII, 1",,,,
"ETHVII527",1041,"D 585",,,"bol",,,"FRAGMENT DE BOL PROFOND.
Larg. max. 8,5 cm ; haut. max. 5,6 cm. Intérieur, vernis noir avec traces de bandes en rehauts rouges et blancs très effacés. A l'extérieur, alternativement des boutons de lotus (?) noirs et rouges, les noirs ayant deux pétales en rehauts blancs. Au-dessus et au-dessous, deux lignes en vernis brun. Au-dessus zones de godrons alternativement bruns et rouges. D. v. Bothmer compare, pour la forme et le système de décoration, un bol de Bologne, CVA fasc. 2. III He, pl. 44,2, et note que le couvercle qui est figuré sur ce bol est attique et ne lui appartient pas.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 101, no 2, pl. XLIII, 2",,,,
"ETHVII528",1051,"D 906",,,"fragment",,,"FRAGMENT DU FOND D'UN VASE.
Larg. max. 7,6 cm ; haut. max. 6,7 cm ; ép. de 0,8 cm à 0,5 cm.  Argile chamois brunâtre, micacée. Intérieur réservé. Extérieur, décor en vernis noir, mat d'une palmette et volute. Les pétales sont légèrement inclinés ; le cœur est formé par un cercle oblong, noir.
Peut-être béotien, sinon local.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 101, no 3, pl. XLIII, 3",,,,
"ETHVII529",,"A 25",,,"coupe",,,"FRAGMENT DE COUPE.
Larg. max. 4,5 cm ; haut. max. 4,5 cm ; ép. 0,45 cm. Argile chamois. Intérieur, vernis noir mat. Extérieur, vernis noir sur l'anse et décor floral.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 101, no 4, pl. XLIII, 4",,,,
"ETHVII530",1107,"D 502 ; 53-313",,,"amphore",,,"FRAGMENT D'AMPHORE.
Larg. max. 4,3 cm ; haut. max. 3,4 cm ; ép. 0,51 cm. A gauche, bras gauche replié d'un personnage, à droite thymiatérion (?) ou candélabre (?). Traits de contours en relief.
Premier quart du ve siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 105, no 1, pl. XLIV, 1",,,,
"ETHVII531",871,"H 391",,,"amphore",,,"FRAGMENT D'AMPHORE.
Larg. max. 4,9 cm ; haut. max. 3,8 cm ; ép. 0,5 cm. Partie droite du torse d'une femme de face, vêtue d'un péplos avec colpos, qui tient de la main droite un manche appartenant soit à un thyrse, soit à une torche. Traits de contours en relief.
Fin du ve siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 105, no 2, pl. XLIV, 2",,,,
"ETHVII532",870,"H 414",,,"askos",,,"FRAGMENT D'ASKOS.
Larg. max. 7,3 cm ; haut. max. 3 cm ; ép. 0,45 cm. Panthère tournée à gauche vers le goulot. Vernis délayé pour les taches de l'animal.
Autour de 425. Cf. pour un sujet semblable, de quelques années plus récent, CVA, Reading, fasc. I, pl. 27, 5 b ; et aussi un askos d'Oxford. CVA, fasc. I, pl. 45, 9.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 105, no 3, pl. XLIV, 3",,,,
"ETHVII533",,"A 183",,,"askos",,,"FRAGMENT D'ASKOS.
Larg. max. 8 cm ; haut. max. 4,5 cm. Beau vernis noir. Arrière-train de panthère à droite avec traits du corps en vernis brun délayé.
Autour de 400.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 106, no 4, pl. XLIV, 4",,,,
"ETHVII534",865,"H 382",,,"askos",,,"FRAGMENT DE LA PARTIE SUPÉRIEURE D'UN ASSEZ GRAND ASKOS.
Larg. max. 8,2 cm ; haut. max. 5 cm ; ép. 0,45 cm. Griffon tourné vers la droite, dans la direction opposée au goulot. La tête et les pattes antérieures manquent. Détails intérieurs en vernis délayé.
Début du ive siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 106, no 5, pl. XLIV, 5",,,,
"ETHVII535",885,"H 377",,,"askos",,,"FRAGMENT D'ASKOS.
Larg. max. 8,5 cm ; haut. max. 4,4 cm ; ép. 0,5 cm. Entre deux décors d'oves, une tête de femme, de profil vers la droite, fait face à une panthère (seule subsiste la gueule), dont elle est séparée par une palmette.
Première moitié du ive siècle. Cf. Robinson, Olynthus, V, 1933, pl. 140, no 404.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 106, no 6, pl. XLIV, 6",,,,
"ETHVII536",862,"H 396",,,"coupe",,,"MÉDAILLON DE COUPE (recollé).
Larg. max. 5,8 cm ; haut. max. 1,9 cm ; ép. 0,5 cm. La coupe est brisée tout en haut du pied ; on note une ligne incisée entre le fond et la naissance du pied. Un éphèbe nu court vers la droite, en tenant une draperie devant lui. Traits de contours en relief.
Autour de 510 (« early in the late sixth century » ; Beazley).","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 106, no 7, pl. XLIV, 7 ; profil, pl. E",,,,
"ETHVII537",866,"H 426",,,"coupe",,,"FRAGMENT DE COUPE.
Larg. Max. 7,5 cm ; haut. Max. 2,9 cm. Un jeune homme, agenouillé à droite, saisit de la main droite la corne droite d'un taureau, et tend le bras gauche vers la patte de la bête
qui est tombée sur les genoux. A l'arrière-plan, derrière le taureau, on aperçoit encore le tronc d'un arbre et l'extrémité d'une de ses branches. Traits de contours en relief ; vernis noir
brillant pour les détails anatomiques, délayé pour la partie supérieure de l'encolure du taureau.
Rehauts rouges pour les feuilles de l'arbre. A l'extrême droite on voit encore une lettre peinte en rouge, peut-être un début de κ[αλός] ou κ[αλή].
Il est difficile de décider s'il s'agit sur ce fragment de Thésée ou d'Héraclès, le seul critère permettant de les distinguer, à l'ordinaire, étant la présence de l'arc et des flèches d'Héraclès, souvent suspendues à un arbre. Ici, l'état de conservation est
insuffisant : pourtant, le schéma n'est pas éloigné de celui du canthare de Boston, 00.334, Beazley, ARV, p. 100, no 20, du peintre de Nicosthénès, qui figure Héraclès précisément
dans cette même attitude. Mais le héros y est à droite, le monstre à gauche. Si par contre il s'agit de Thésée, nous avons affaire a un des schémas assez anciens où le monstre, qui n'est pas encore ligoté, est sur le point d'être dompté : d'autres vases figurent à peu près ce même moment, ainsi une coupe d'Oxford, 1929. 465 attribuée au peintre d'Euergidès, ARV, p. 60, no 20 [CVA, Oxford, fasc. 2, pl. 53, 1.), et une amphore de Bruxelles, R 303, ARV, p. 165, 5, du peintre de Syleus. Dans ce dernier exemple, Thésée tient d'une main la queue du monstre ; dans d'autres cas, au contraire, le héros court après le taureau, cf. Une coupe d'Oltos à Madrid 11267 (ARV, p. 38, no 46), où il le poursuit en essayant de l'attraper par les cornes,
et une coupe de Florence, ARV, p. 82, no 4, appartenant au groupe de Chelis. Ailleurs encore, il s'est allongé, curieusement, entre les jambes de la bête qu'il est en train
de ligoter, cf. une coupe du Cabinet des Médailles, 536, (ARV, p. 128, no 52) du peintre de Kléophradès. Sur notre coupe le héros est vu de face et non de dos comme c'est le cas par exemple pour la coupe du Louvre G 104 (ARV, p. 214, no 10), du peintre de Panaitios. Pour les représentations d'Héraclès et du taureau, cf. Brommer, Vasenlisten, pp. 114 ss ; pour Thésée et le taureau, ibid., p. 150.
Il ne nous est pas possible d'attribuer ce fragment avec certitude. A dater vers 510 (Beazley).","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 106, no 8, pl. LXIV, 8",,,,
"ETHVII538",851,"H 395",,,"coupe",,,"MÉDAILLON DE COUPE.
Larg. max. 8,5 cm ; haut. max. 3,1 cm ; ép. 0,55 cm. Argile commune. Le passage du fond de la coupe à la tige se fait sans interruption. Le dessous du pied est réservé ; il y a deux points noirs dans le creux du fond. La forme est encore très proche de celle de la coupe de Londres 1920. 6-13.1 (Bloesch. Formen att. Schalen., p. 51, pl. 15, I b.). Autant que permet de le reconnaître le profil conservé, une moulure marquait le départ de la courbe du pied, creusé en cylindre. Un guerrier vu de dos, nu, coiffé du casque corinthien à visière et portant des cnémides, court vers la droite, en se retournant. Il tient de la main droite une lance passant devant son corps, et porte au bras gauche un bouclier. Cercle réservé autour du médaillon. Inscription ο παις. Traits de contours en relief. La coupe, très proche du style du peintre d'Euergidès (Beazley), est peut-être
du peintre lui-même. En effet, elle semble, au moins en ce qui concerne le médaillon, seul témoignage qui nous reste, directement comparable au médaillon de la coupe du Louvre G 20 (Beazley, ARV, p, 63, no 86 ; Pottier, Vases antiques, pl. 90).","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 107, no 9, pl. XLIV, 9",,,,
"ETHVII539",,"55-60",,,"coupe",,,"FRAGMENT D'UN MÉDAILLON DE COUPE.
Dimensions : 3,2 cm x 5,5 cm. Bas d'un personnage accroupi. Traits de contours en relief.
Fin du vie siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 107, no 10, pl. XLIV, 10",,,,
"ETHVII540",1224,"55-245",,,"coupe",,,"FRAGMENT D'UN MÉDAILLON DE COUPE.
Larg. max. 7,4 cm ; haut. max. 2,6 cm. Ephèbe penché en avant, se retournant. Il est nu, drapé seulement sur l'épaule gauche et le bras droit dans une chlamyde dont les plis descendent verticalement sur l'épaule gauche et le bras droit. Le bas du corps est de profil à gauche, la partie supérieure de face ; le bras droit était tendu. Dessin soigné, traits de contours en relief.
A dater des environs de 510. Pour une attitude assez semblable à celle de l'éphèbe ci-dessus, cf. le jeune homme s'exerçant au saut avec haltères, coupe de Boston du peintre de Panaitios, Beazley, ARV, p. 213, no 5.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 107, no 11, pl. XLIV, 11 ; profil pl. E",,,,
"ETHVII541",,"H 410",,,"coupe",,,"FRAGMENT D'UN MÉDAILLON DE COUPE.
Larg. max. 3,2 cm ; haut. max. 2,6 cm. Morceau de draperie non identifiable. Traits de contours en relief. Fin du vie siècle ou début du ve.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 107, no 12, pl. XLIV, 12",,,,
"ETHVII542",879,"H 401",,,"coupe",,,"FRAGMENT DU MÉDAILLON D'UNE COUPE.
Larg. Max. 4,7 cm ; haut. Max. 2,4 cm ; ép. 0,45 cm. Une ligne incisée entre le fond de la coupe et la tige. Le médaillon représente un guerrier nu, tourné à droite et vu de trois
quarts ; un manteau autour du milieu du corps ; seule la partie centrale du corps, jusqu'aux genoux, est conservée. On voit encore le haut de la cnémide gauche et au bras gauche un
bouclier dont on aperçoit le rebord ; la main droite tient une lance à peu près verticale ; au flanc, pend un carquois dont on voit le couvercle. Les détails anatomiques sont indiqués en vernis noir brillant. Traits de contours en relief.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 107, no 13, pl. XLV, 13",,,,
"ETHVII543",344,,,,"coupe","à lèvre",,"FRAGMENT D'UNE COUPE A LÈVRE.
Larg. max. 6,2 cm ; haut. max. 5 cm. La forme du fragment était probablement celle d'une coupe sans tige « stemless ». A gauche, haut d'un éphèbe de profil vers la gauche, drapé dans un himation ; à droite, tige recourbée avec fleur (lotus ?). Ligne réservée autour de la chevelure ; détails en vernis délayé.
Second quart du ve siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 108, no 14, pl. XLV, 14 ; BCH, 75 (1951), p. 176, fig. 90","Agora 1950",43,24.714146280,40.780084143
"ETHVII544",853,"H 397",,,"coupe",,,"FRAGMENT D'UN MÉDAILLON DE COUPE.
Larg. max. 5,7 cm ; haut. max. 3 cm ; ép. 0,75 cm. Personnage barbu vers la droite, sur un klismos muni d'un coussin (la tête, une partie du dos, les pieds manquent). Il est vêtu d'un chiton à manches finement plissé et drapé dans un himation. Dans la main droite, il tient une phiale légèrement inclinée, dans la main gauche un dauphin, dont la tête retombe en avant ; devant lui un fût de colonne. Traits de contours en relief,
L'interprétation du personnage fait problème. Il doit s'agir soit de Poséidon, soit de Nérée. Les exemples de Poséidon faisant une libation sont assez fréquents : péliké de Berlin 2166, fr., AZ, 1875, pi. 10 (ARV, p. 176, no 5 Argos Painter), où le
dieu tient une phiale et un bâton ou un sceptre ; mais dans d'autres exemples, il tient une coupe et un trident, cf. coupe du Louvre G 116 (ARV, p. 283, no 42, Douris) alors qu'à l'extérieur de cette même coupe, Nérée, assis sur un siège, tient un trident et un poisson. Les exemples de Poséidon tenant un poisson sont assez rares (Londres, BM, E 140) tandis que ceux où l'on trouve Nérée dans la même attitude sont fréquents (Langlotz, Würzburg, pl. 187 ; ARV, p. 443, no 2, Londres BM, F 9, ARV,p. 60, no 10).
Cf. aussi E. Simon, Opfernde Götter, Berlin 1953, p. 76 n. 64.
A dater d'avant le milieu du ve siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 108, no 15, pl. XLV, 15",,,,
"ETHVII545",,"H 393",,,"skyphos",,,"FRAGMENT DU REBORD D'UN SKYPHOS.
Larg. max. 6,1 cm ; haut. max. 2,5 cm. Tête et haut du torse d'un Silène à droite, tenant sur l'épaule gauche un manche ? Ou Centaure portant un arbre ? Détails en vernis noir délayé. Traits de contours en relief.
Premier quart du ve siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 108, no 16, pl. XLV, 16",,,,
"ETHVII546",872,"H 405",,,"coupe ou skyphos",,,"FRAGMENT DE COUPE OU SKYPHOS.
Larg. max. 6 cm ; haut. 4,1 cm ; ép. 0,65 cm. Scène d'armement ; à gauche pied d'un personnage (guerrier ?) s'éloignant vers la gauche. Derrière lui, pointe d'une lance enfoncée vers le sol, bouclier vu de trois quarts (intérieur) et pied d'un autre guerrier qui devait être debout et portait des cnémides. Traits de contours en relief.
Les scènes d'armement sont extrêmement fréquentes ; signalons seulement la coupe de Boston 96.32 (ARV, p. 102, αα ; Pamphaios), une coupe du BM, E 12 représentant des Amazones qui s'équipent (ARV, p. 101, no 3, du peintre de Nicosthénès), des guerriers qui s'arment sur une hydrie de Munich 2423 attribuée à Hypsis (ARV, p. 30, no 1). Probablement du deuxième quart du ve siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 108, no 17, pl. XLV, 17",,,,
"ETHVII547",844,"H 417",,,"skyphos",,,"FRAGMENT DE SKYPHOS.
Larg. max. 4,5 cm ; haut. max. 3,5 cm ; ép. 0,5 cm. Bas d'un personnage masculin debout vers la droite. Il se tenait probablement penché légèrement en avant. Devant lui, traces de trois lignes verticales en rehauts rouges. Un lavis plus rouge est étendu sur la surface réservée.
Milieu du ve siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 108, no 18, pl. XLV, 18",,,,
"ETHVII548",882,"H 387",,,"coupe ou skyphos",,,"FRAGMENT DE COUPE OU SKYPHOS.
Larg. max. 2,6 cm ; haut. max. 3,4 cm ; ép. 0,35 cm. Main et bras droit levé d'une joueuse de crotales. A l'extrême droite, on distingue encore une partie de la chevelure. Traits de contours en relief.
Les représentations comparables sont très nombreuses : citons seulement Louvre, coupe G 130, Pottier, Vases antiques, pl. 112 ; coupe G 157, ibid., pl. 123 ; coupe G 401, ibid., pl. 141.
Deuxième quart du milieu du ve siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 109, no 19, pl. XLV, 19",,,,
"ETHVII549",,"H 418",,,"skyphos",,,"FRAGMENT DE SKYPHOS.
Larg. max. 5,5 cm ; haut. 4,1 cm ; ép. 0,35 cm. Intérieur, vernis noir. Tête et torse d'un homme barbu, drapé dans un himation, tourné vers la gauche, tenant dans la main droite un strigile.  Traits de contours en relief.
Des environs de 430.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 109, no 20, pl. XLV, 20",,,,
"ETHVII550",1231,"55-248",,,"skyphos",,,"REBORD DE SKYPHOS.
Larg. max. 5,2 cm ; haut. max. 4,1 cm. A gauche, femme drapée tournée à droite avec miroir en main ; à droite main tenant un bâton (?).
Fin du ve siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 109, no 21, pl. XLV, 21","Agora 1955",77,24.713761009,40.779568773
"ETHVII551",1208,"55-164",,,"skyphos",,,"FRAGMENT (DEUX) DE SKYPHOS.
Larg. max. 7,3 cm ; haut. max. 3,9 cm. Restes de palmettes et volutes et bas de personnage féminin. Au-dessous point central avec au centre deux cercles en vernis noir.
Fin du ve siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 109 , no 22, pl. XLV, 22","Sondage Platis, 1955",113,24.713234179,40.778311785
"ETHVII552",,"55-164 bis",,,"skyphos",,,"FRAGMENT DE SKYPHOS.
Larg. max. 7,2 cm ; haut. max. 3 cm. Pieds de personnages. Dessous réservé.
Fin du ve siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 109, no 22 bis, pl. XLV, 22 bis","Sondage Platis, 1955",113,24.713234179,40.778311785
"ETHVII553",,"H 404",,,"skyphos",,,"FRAGMENT DE PETIT SKYPHOS.
Larg. max. 5,3 cm ; haut. max. 6,6 cm ; ép. 0,45 cm. Partie d'une palmette et d'un personnage drapé de profil vers la droite. Travail très schématique.
Pour des représentations semblables, cf. Robinson, Olynthus, V, 1933, pl. 106.
Début du ive siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 109, no 23, pl. XLV, 23",,,,
"ETHVII554",861,"H 390",,,"skyphos",,,"FRAGMENT DE SKYPHOS.
Larg. max. 5 cm ; haut. max. 7,8 cm ; ép. 0,43 cm. Amazone et griffon. Partie antérieure d'une tête féminine de profil à droite, portant un bonnet phrygien orné d'un motif de
points. Devant elle, un griffon (?) de profil à droite, avec le même motif de points. Travail extrêmement schématique.
Les représentations de ce genre sont fréquentes au ive siècle, cf. Robinson, Olynthus, XIII, pl. 125, no 5 et Olynthus, V, pl. 120, no 267. Cf. en dernier lieu, G. Vermeule, A New Trajan, dans AJA, 61 (1947), p. 235 et note 98 (référence signalée par D. v. Bothmer).
Début du ive siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 109, no 24, pl. XLV, 24",,,,
"ETHVII555",1198,,,,"skyphos",,,"SKYPHOS (manquent les anses).
Diam. 12,5 cm ; haut. 12 cm. Sur les deux faces presque identiques, conversation de deux éphèbes drapés dans un himation ; celui de gauche, sur les deux faces, tient un strigile, duquel pend peut-être un aryballe, le second sur une face tient un bâton, sur l'autre, tend simplement la main. Au-dessous de chaque anse, une grande palmette entre rinceaux.
Première moitié du ive siècle ; pour des skyphoi de ce genre extrêmement nombreux, cf. Dugas, Délos XXI, fragments de Délos, pl. IV, nos 15-19.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 110, no 25, pl. XLVI, 25 ; BCH, 80 (1956), p. 425","Sondage Platis 1955",113,24.713234179,40.778311785
"ETHVII556",,"H 398",,,"cratère","en calice",,"FRAGMENT DE CRATÈRE EN CALICE.
Larg. max. 5 cm ; haut. max. 4,1 cm ; ép. 0,75 cm. Combat d'Achille et de Memnon. On voit encore la cuirasse de Memnon, de dos, avec une partie du baudrier ; la main gauche
d'Eos est tendue horizontalement à droite. Rehauts rouges pour le baudrier. A droite en rouge, inscription MΕM[NON].  Traits de contours en relief. Attribué par Beazley à Phintias (ARV, p. 23) et très proche du cratère de Boston
97.368, qui nous permet de reconstituer la scène (Caskey-Beazley, Attic Vase-Paintings in the Museum of Fine Arts, Boston, II (J. D. Beazley) 1954, p. 15-16, pl. Suppl. 11, 2.
Cf. Beazley, Paralip., p. 337 et 1887 à ARV, p. 23.
A dater de 520-510.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 110, no 26, pl. XLV, 26",,,,
"ETHVII557",,"H 480",,,"cratère","en calice",,"FRAGMENT DE CRATÈRE EN CALICE.
Haut. max. 2,7 cm ; ép. 0,7 cm. Quatre doigts d'une main tendue. Traits de contours en relief.
D. V. Bothmer pense que ce fragment pourrait appartenir au no 26 et qu'il pourrait s'agir de la main de Thétis.
Même date que le précédent.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 110, no 27, pl. XLV, 27",,,,
"ETHVII558",873,"H 376",,,"cratère","à colonnettes",,"FRAGMENT DE CRATÈRE A COLONNETTES.
Larg. max. 7,1 cm ; haut. max. 3,6 cm ; ép. 0,5 cm. Partie de kliné dont on voit le matelas (?) devant lequel pend une nappe ou une draperie ornée d'un motif d'étoiles. A droite, partie du cadre du tableau, feuilles de lierre opposées de part et d'autre d'une ligne noire verticale. Traits de contours en relief.
Le fragment est trop petit pour permettre une interprétation sûre. Sir John Beazley suggère un symposion.
Peut-être à dater des environs de 500.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 110, no 28, pl. XLVI, 28",,,,
"ETHVII559",733,,,,"cratère","à colonnettes",,"FRAGMENTS (DEUX) D'UN CRATÈRE A COLONNETTES.
Larg. max. 9 cm ; haut. max. 11,5 cm. Sur la surface réservée, un lavis plus orangé. Jambes d'un personnage vers la droite, nu, de chaque côté duquel retombent les plis raides d'une draperie. A gauche, bordure de feuilles de lierre entre trois filets noirs. Traits de contours en relief.
Premier quart du ve siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 110, no 29, pl. XLVI, 29 ; Launey, Héracléion, p. 122, fig. 77, 29.","Héracléion",145,24.711386102,40.776989451
