"ID","Numéro d’inventaire","Pi","Provenance","secteur_ID","Famille","Type","Catégorie","Forme","Dimensions","Groupe d’argile ","Description","Contexte","Datation ","Origine ","Num_Analyse","Groupe géochimique ","Bibliographie","Rangement au musée archéologique de Thasos ","x","y"
"THA.21",,,"Terrain Héraklis Kokkinos",41,"Vase de stockage",,"Waveline","Hydrie","Larg. : 12,6 cm Haut. prés. : 6,8 cm Ép. paroi : 0,6 cm D. anse : 1,7 cm","Pâte de couleur brun grisâtre (10YR 6/3), dure, renfermant une faible quantité de fines à moyennes particules de mica, de sable et d’inclusions calcaires et présentent une granulométrie fine à moyenne. La surface externe est enduite d’un mince engobe de couleur brun clair grisâtre. Les cassures en section sont nettes et la texture au toucher présente un aspect lisse. La cuisson a été réalisée dans un milieu oxydant. (Perron, groupe THA.X)","Deux épaules et une paroi avec anse latérale appartenant à un même vase.
Les deux fragments d’épaule sont décorés de « S-couchés » et de deux filets horizontaux délimitant
l’épaule de la zone des anses. Le fragment de paroi possédant l’anse est marqué de deux filets horizontaux
dans sa partie supérieure et de ce qui pourrait être une bande ondulée au côté de l’anse. La surface
supérieure de l’anse est peinte. Peinture mate de couleur noire.","Fouilles Paul Bernard 1960. Sondage G1. Couche Z. Provient d’un sac contenant plusieurs
fragments de coupes ioniennes de types A1 et A2, de bols à oiseaux et de céramiques paro-méliennes.","Fin du VIIe siècle av. J.-C.","Thasienne","XRF-THA-28(IPET)","Groupe 9 (Perron 2013)","Perron 2013, p. 759, no. THA.21, pl. 25.","Rez-de-chaussée de l'apothèque française",24.715410036,40.780323600
"THA.27",,,"Porte du Silène",197,"Vase de stockage",,"à bandes","Amphore de table","D. emb. : 14 cm Haut. prés. : 13,2 cm Larg. : 11,2 cm Ép. paroi : 0,5 cm","Pâte de couleur rougeâtre (5YR 6/6), fine, plus ou moins dure et légèrement pulvérulente, renfermant une grande quantité de fines particules de mica et d’inclusions calcaires (points blancs pulvérulents). Les cassures en section sont nettes. Sans engobe. (Perron groupe THA.II)","Partie supérieure du vase. Rebord à lèvre haute et convexe légèrement inclinée vers
l’extérieur. Une arête marque la base de la lèvre. Le col est haut et légèrement de forme conique. Les épaules sont larges et de forme arrondie. Une anse verticale double est fixée de la partie supérieure du col à la partie inférieure de l’épaule. Décor : La lèvre, l’arrête et l’anse sont peintes. Un filet horizontal orne la
base du col. Peinture épaisse et mate de couleur rouge.","Inconnu","Première moitié du Ve siècle av. J.-C.",,,,"Perron 2013, p. 761, no. THA.27, pl. 25, 56. ","Apothèque byzantine ",24.712791306,40.774655185
"THA.35",,,"Champ Dimitriadis",7,"Vase de stockage",,"Waveline","Hydrie ou Amphore de table","Larg. : 5,1 cm Haut. prés. : 5,5 cm Ép. paroi : 0,3 cm","Pâte de couleur brune (7.5YR 5/4), très fine, dure et faiblement micacée. Pâte légère et de très bonne qualité. La surface extérieure est enduite d’un mince engobe de couleur brun pâle très dur et résistant. (Perron, groupe THA.XII).","Fragment d’épaule décoré d’une bande ondulée sous laquelle se trouve un filet et une bande
horizontale. Peinture lustrée, délayée par endroit, de couleur brune appliquée par brossage.","Fouilles de 1953. Sondage H bis. Groupe d’habitations 2 ? Lot contenant du matériel daté du dernier quart du VIe siècle (coupes à rang de points, coupes-cratères à encoches thasiens, coupes ioniennes de type B2, figures noires attiques, vernis noir attique).","Seconde moitié du VIe siècle av. J.-C.","Thasienne","XRF-THA-07(IPET)","Groupe 2 (Perron 2013)","Perron 2013, p. 765, no. THA.35, pl. 26. Pour le contexte de découverte, voir Chroniques de fouilles, BCH 78, 1954, p. 191-196.","Vestibule de la salle des marbres",24.715595886,40.782279683
"THA.36",,,"Champ Dimitriadis",7,"Vase de stockage",,"Waveline","Hydrie ou Amphore de table","Larg. : 7,6 cm Haut. prés. : 5,8 cm Ép. paroi : 0,5 cm","Pâte brun rougeâtre  (7.5YR 6/4), fine, dure, compacte, et renfermant une bonne quantité de fines particules de mica et d’inclusions calcaires. Les
cassures en section sont nettes. La texture au toucher est sablonneuse. Mince engobe de même couleur que l’argile (Perron, près du groupe THA.III). ","Épaule décoré de deux bandes ondulées parallèles à ondulations courtes, rapprochées et
pointues. Les ondulations sont exécutées de la gauche vers la droite. Peinture mate de couleur brune.","Fouilles de 1953. Sondage H bis. Groupe d’habitations 2 ? Lot contenant du matériel daté du dernier quart du VIe siècle (coupes à rang de points, coupes-cratères à encoches thasiens, coupes ioniennes de type B2, figures noires attiques, vernis noir attique). Quelques fragments résiduels appartenant au style
de la chèvre sauvage meublent aussi l’inventaire.","Seconde moitié du VIe siècle av. J.-C.","Thasienne",,,"Perron 2013, p. 765, no. THA.36, pl. 26. Pour le contexte de découverte, voir Chroniques de fouilles, BCH 78, 1954, p. 191-196.","Vestibule de la salle des marbres",24.715595886,40.782279683
"THA.37",,,"Champ Dimitriadis",7,"Vase de service",,"Waveline","Oenochoé ou Amphore de table","Larg. : 5,0 cm Haut. prés. : 5,7 cm Ép. paroi : 0,4 cm","Pâte brun pâle  (10YR 6/4), fine, dure, compacte, et renfermant une bonne quantité de fines particules de mica et d’inclusions calcaires. Les
cassures en section sont nettes. La texture au toucher est sablonneuse. Mince engobe de même couleur que l’argile (Perron, près du groupe THA.III). ","Fragment d’épaule décoré d’une bande à ondulations courtes, rapprochées et sinueuses
exécutées de la gauche vers la droite. Peinture mate de couleur brune.","Fouilles de 1953. Sondage H bis. Groupe d’habitations 2 ? Lot contenant du matériel daté du
dernier quart du VIe siècle (coupes à rang de points, coupes-cratères à encoches thasiens, coupes ioniennes
de type B2, figures noires attiques, vernis noir attique). Quelques fragments résiduels appartenant au style
de la chèvre sauvage meublent aussi l’inventaire.","Seconde moitié du VIe siècle av. J.-C.","Thasienne?",,,"Perron 2013, p. 765, no. THA.37, pl. 26. Pour le contexte de découverte, voir Chroniques de fouilles, BCH 78, 1954, p. 191-196.","Vestibule de la salle des marbres",24.715595886,40.782279683
"THA.38",,,"Champ Dimitriadis",7,"Vase de service",,"Waveline","Oenochoé ou Amphore de table","Larg. : 7,7 cm Haut. prés. : 5,3 cm Ép. paroi : 0,4 cm","Pâte brun pâle  (10YR 6/4), fine, dure, compacte, et renfermant une bonne quantité de fines particules de mica et d’inclusions calcaires. Les
cassures en section sont nettes. La texture au toucher est sablonneuse. Mince engobe de même couleur que l’argile (Perron, près du groupe THA.III). ","Fragment d’épaule décoré de deux bandes ondulées parallèles séparées par un filet
horizontal. Les ondulations sont hautes, rapprochées et effilées et exécutées de la gauche vers la droite.
Peinture lustrée de couleur brune tirant sur le pourpre.","Inconnu","VIe siècle av. J.-C., peut-être antérieur.",,"XRF-THA-03(IPET)","Groupe 9 (Perron 2013)","Perron 2013, p. 765, no. THA.38, pl. 26.","Vestibule de la salle des marbres",24.715595886,40.782279683
"THA.39",,,"Champ Dimitriadis",7,"Vase de stockage ou de service",,"Waveline","Hydrie, Oenochoé ou Amphore de table","Larg. : 6,8 cm Haut. prés. : 6,4 cm Ép. paroi : 0,4 cm","Pâte de couleur brun orangé (7.5YR 6/6), fine, plus ou moins dure et légèrement pulvérulente, renfermant une bonne quantité de fines particules de mica et d’inclusions calcaires (points blancs pulvérulents). Les cassures en section sont nettes. Sans engobe. (Perron groupe THA.I)","Fragment d’épaule décoré d’un « S-couchés ». Peinture mate de couleur brune.","Archaïque","Seconde moitié du VIe siècle av. J.-C.","Thasienne",,,"Perron 2013, p. 766, no. THA.39, pl. 26.","Vestibule de la salle des marbres",24.715595886,40.782279683
"THA.46",,,"Champ Dimitriadis",7,"Vase de stockage",,"Waveline","Hydrie ou amphore de table","Larg. : 4,2 cm Haut. prés. : 4,0 cm Ép. paroi : 0,5 cm","Pâte de couleur brun pâle (10YR 6/6), fine, plus ou moins dure et légèrement pulvérulente, renfermant une bonne quantité de fines particules de mica et d’inclusions calcaires (points blancs pulvérulents). Les cassures en section sont nettes. Mince engobe brun pâle. (Perron groupe THA.I)","Fragment de paroi décorée de ce qui pourrait être le point de rencontre de deux S-couchés ou de la prolongation d’un croisillon ornant une anse verticale. Une bande et deux filets ornent la partie inférieure du tesson. Peinture mate de couleur noire.","Archaïque","Seconde moitié du VIe siècle av. J.-C.","Thasienne",,,"Perron 2013, p. 768, no. THA.46, pl. 26.","Vestibule de la pièce des marbres",24.715595886,40.782279683
"THA.48bis",,,"Quartier de la Porte d’Hermès",7,"Vase de stockage",,"Waveline","Hydrie ou amphore de table",,,"Anse verticale décorée d’un croisillon.","Nettoyage du rempart. Sondage effectué près de la façade occidentale de l’îlot III. Couche 13 composée de débris de taille de marbre contemporaine de la construction du rempart. Début du Ve siècle.","Dernier quart du VIe siècle / début du Ve siècle av. J.-C.","Thasienne",,,"Perron 2013, p. 769, no. THA.48bis, pl. 26. Archives EfA Thasos I 1965 (Y. Garlan), p. 9, pl. 36, cliché no 366; Chroniques de fouilles, BCH 90, 1966, p. 607-608, figs. 9-11, 19-20.","Inconnu",24.715595886,40.782279683
"THA.61",,,"Champ Dimitriadis",7,"Vase de service ou de préparation",,"à bandes / à décor peint","Lékané","D. emb. : approx. 48 cm Larg. : 9 cm Haut. prés. : 6 cm Ép. paroi : 0,8 cm","Pâte de couleur brun clair (7.5YR 7/4), fine, plus ou moins dure et légèrement pulvérulente, renfermant une bonne quantité de fines particules de mica et d’inclusions calcaires (points blancs pulvérulents). Les cassures en section sont érodées. Sans engobe. (Perron groupe THA.Ib)","Large rebord plat de section rectangulaire projeté vers l’extérieur. La tranche extérieure du rebord est légèrement arrondie. La vasque est rectiligne et disposée à la diagonale ce qui suggère un récipient peu profond. Un départ d’anse verticale en forme de « panier » est visible sur le dessus du rebord. L’anse est de section ovoïde. Décor : La surface supérieure de l’anse est peinte de même que la partie supérieure de la vasque interne. Peinture mate de couleur noire.","Archaïque","Seconde moitié du VIe siècle av. J.-C.","Thasienne",,,"Perron 2013, p. 773, no. THA.61, pl. 28, 57.","Vestibule de la salle des marbres",24.715595886,40.782279683
"THA.86",,,"Champ Héraklis Kokkinos",41,"Vase de service / vase à boire",,"à décor peint","Coupelle monoansée","D. emb. : 16 cm Larg. : 11,8 cm Haut. prés. : 5,5 cm Ép. paroi : 0,4 cm","Pâte de couleur rouge orangé (5YR 6/6), fine, plus ou moins dure, compacte,
renfermant une bonne quantité de fines à moyennes particules de mica et quelques inclusions calcaires.
Cassures en section érodées. Texture sablonneuse. Cuisson en milieu oxydant (Perron, groupe THA.Ia).","Rebord à lèvre arrondie et incurvée vers l’intérieur. La tranche extérieure de la lèvre est
légèrement plane. La vasque est courbe et en continuité avec le rebord. Le vase repose sur une base discoïde légèrement convexe en son centre. Une anse en forme de « U » est fixée immédiatement sous le rebord. Décor : La paroi interne est peinte. Peinture mate, écaillée, de couleur rouge.","Fouilles Paul Bernard. Sondage G1. Bâtiment AB ?","Fin du VIe / Premier quart du Ve siècle av. J.-C.","Thasienne",,,"Perron 2013, p. 781, no. THA.86, pl. 30, 58. Pour le contexte de découverte, voir : Bernard BCH 1964.","Rez-de-chaussée de l'apothèque française",24.715410036,40.780323600
"THA.87",,,"Champ Héraklis Kokkinos",41,"Vase de service / vase à boire",,"à décor peint","Coupelle monoansée","D. emb. : 16 cm Larg. : 8,2 cm Haut. prés. : 3,8 cm Ép. paroi : 0,4 cm","Pâte de couleur rouge orangé (5YR 6/6), fine, plus ou moins dure, compacte,
renfermant une bonne quantité de fines à moyennes particules de mica et quelques inclusions calcaires.
Cassures en section érodées. Texture sablonneuse. Cuisson en milieu oxydant (Perron, groupe THA.Ia).","Rebord à lèvre arrondie et incurvée vers l’intérieur. La tranche extérieure de la lèvre est
légèrement plane. La vasque est courbe et en continuité avec le rebord. Une anse en forme de « U » se rattache au niveau du rebord. Décor : La paroi interne est peinte. Peinture mate, écaillée, de couleur rouge.","Fouilles Paul Bernard. Sondage G1. Bâtiment AB ?","Fin du VIe / Premier quart du Ve siècle av. J.-C.","Thasienne",,,"Perron 2013, p. 782, no. THA.87, pl. 30, 58. Pour le contexte de découverte, voir : Bernard BCH 1964.","Rez-de-chaussée de l'apothèque française",24.715410036,40.780323600
"THA.94",,,"Terrain Tricoupi",197,"Vase de service / vase à boire",,"à décor peint","Coupelle monoansée",,,"Rebord de section rectangulaire légèrement incurvé vers l’intérieur. La surface supérieure du rebord est légèrement convexe. La vasque est courbe et en continuité avec le rebord. Une anse horizontale en forme de « U » s’attache au niveau du rebord. Le vase repose sur un fond plat. Décor : Large bande dans la partie supérieure accompagnée d’un cercle au fond. Peinture mate de couleur rouge ou brune.","Terrain Tricoupi. Sondage de 1964 pratiqué devant la cour de l’école primaire située à l’ouest de l’Agora. Sous le niveau de l’égout. Lots en association avec deux états de murs archaïques et contenant du matériel daté des VIIe et VIe siècles av. J.-C.","Fin du VIe / Premier quart du Ve siècle av. J.-C.","Thasienne",,,"Rolley, BCH 89, 1965, p. 960, fig. 27; Perron 2013, p. 784, no. THA.94, pl. 30. ","Inconnu",24.712791306,40.774655185
"2723","2723",,"Aliki. Sanctuaire",1001,"Terre cuite","Vase de type ""cycladique""","Paro-Mélien","Bassin","Larg. Cons. : 0,18 m; Haut.: 0,135 m; ép. Max. : 0,009 m",,"Fragment de bassin décoré d'une frise de cavaliers en chasse avec chevaux, chiens en motifs principaux et avec rosaces, swastikas et autres éléments de remplissage. Quelques rehauts pourpres.","Archaïque. Remblai N-E de la grande terrasse","Seconde moitié du VIIe siècle av. J.-C.","Thasos (pseudo-mélien)",,,"Servais, J. 1980. Aliki I. Les deux sanctuaires, Études Thasiennes IX, EfA, Athènes, p. 16, 24, fig. 31.",,24.742376000,40.605064000
"3100","3100",,"Aliki. Sanctuaire",1001,"Terre cuite - Figurine","Protomé féminin","S/O","Protomé","Haut.: 0,065 m",,"Protomé féminin de type ionien avec yeux en forme d'amende","Archaïque. Remblai N-E de la grande terrasse. Sous la dalle ouest de l'autel.","Dernier tiers du VIe siècle av. J.-C.","Milet",,,"Servais, J. 1980. Aliki I. Les deux sanctuaires, Études Thasiennes IX, EfA, Athènes, p. 26, fig. 33.",,24.742376000,40.605064000
"6513","6513",,"Aliki. Sanctuaire",1001,"Terre cuite - Figurine","Koré","S/O","Figurine","Haut.: 0,12 m",,"Femme assise avec voile et stéphanè. Moule très usé.","Archaïque. Remblai N-E de la grande terrasse. Sous le seuil du portique ionique","Fin du troisième quart du VIe siècle av. J.-C.","Thasos",,,"Servais, J. 1980. Aliki I. Les deux sanctuaires, Études Thasiennes IX, EfA, Athènes, p. 27, fig. 35.",,24.742376000,40.605064000
"6514","6514",,"Aliki. Sanctuaire",1001,"Céramique grossière","Grand plat","S/O","Grand plat - bassin",,,"Grand plat archaïque inscrit d'une inscription sinistroverse ¨Αγις","Archaïque. Remblai N-E de la grande terrasse","Fin du VIIe siècle av. J.-C. d'après le contexte. Des exemplaires similaires sont connus jusqu'à la fin du VIe siècle.","Thasos ",,,"Servais, J. 1980. Aliki I. Les deux sanctuaires, Études Thasiennes IX, EfA, Athènes, p. 26, fig. 32.",,24.742376000,40.605064000
"6515","6515",,"Aliki. Sanctuaire",1001,"Vase à boire","Vase de type ""cycladique""","S/O","Coupe-cratère à encoches",,,"Lèvre de coupe-cratère à encoches décorée d'un cercle concentrique.","Archaïque. Remblai de la petite terrasse","Seconde moitié du VIIe siècle av. J.-C. d'après le contexte. Des exemplaires similaires sont connus jusqu'à la fin du VIe siècle.","Cycladique ou thasienne",,,"Servais, J. 1980. Aliki I. Les deux sanctuaires, Études Thasiennes IX, EfA, Athènes, p. 16, 24, fig. 30 a (décrite comme coupe ""ionienne"").",,24.742376000,40.605064000
"6516","6516",,"Aliki. Sanctuaire",1001,"Vase à boire","Bol à vasque hémisphérique","S/O","Bol à oiseaux ?","H: 0,055 m",,"Lèvre avec décor indéterminé.","Archaïque. Remblai N-E de la grande terrasse","Dernier quart du VIIe siècle","Nord-ionienne?",,,"Servais, J. 1980. Aliki I. Les deux sanctuaires, Études Thasiennes IX, EfA, Athènes, p. 16, 24, fig. 30 b (bol rhodien).",,24.742376000,40.605064000
"6518","6518",,"Aliki. Sanctuaire",1001,"Vase à boire","Bol à vasque hémisphérique","S/O","Bol à oiseaux ?",,,"Tesson de corps décoré de filets verticaux.","Archaïque. Remblai N-E de la grande terrasse","Dernier quart du VIIe siècle","Possible imitation thasienne selon Servais",,,"Servais, J. 1980. Aliki I. Les deux sanctuaires, Études Thasiennes IX, EfA, Athènes, p. 16, 24, fig. 30 d (bol rhodien).",,24.742376000,40.605064000
"6519","6519",,"Aliki. Sanctuaire",1001,"Vase à boire","Bol à vasque hémisphérique","S/O","Bol à oiseaux","Larg. Max. 0,042 m",,"Tesson de corps décoré d'un losange hachuré.","Archaïque. Remblai N-E de la grande terrasse","Dernier quart du VIIe siècle","Nord-ionienne ",,,"Servais, J. 1980. Aliki I. Les deux sanctuaires, Études Thasiennes IX, EfA, Athènes, p. 16, 24, fig. 30 e (bol rhodien).",,24.742376000,40.605064000
"6520","6520",,"Aliki. Sanctuaire",1001,"Vase de service","Plat","S/O","Plat ""rhodien""","Larg. Max. : 0,09 m",,"Tesson de corps décoré de l'avant-train d'un sphinx ou d'un griffon","Archaïque. Remblai N-E de la grande terrasse","Dernier quart du VIIe siècle","Nord-ionienne?",,,"Servais, J. 1980. Aliki I. Les deux sanctuaires, Études Thasiennes IX, EfA, Athènes, p. 16, 24, fig. 30 f (plat rhodien).",,24.742376000,40.605064000
"6521","6521",,"Aliki. Sanctuaire",1001,"Vase de service","Vase cycladique","S/O","Cruche?","Larg. : 0,035 m",,"Tesson de corps décoré de grecques et de rosaces.","Archaïque. Remblai N-E de la grande terrasse","Seconde moitié du VIIe siècle av. J.-C.","Cyclades / Paros",,,"Servais, J. 1980. Aliki I. Les deux sanctuaires, Études Thasiennes IX, EfA, Athènes, p. 16, 24, fig. 30 g.",,24.742376000,40.605064000
"6522","6522",,"Aliki. Sanctuaire",1001,"Vase à boire ou à mélanger le vin","Vase cycladique","Paro-Mélien","Cratère ou grand skyphos","Larg. Max.: 0,068 m",,"Tesson de corps décoré d'une roue de char. La partie inférieure est décorée de languettes en guise de motifs de remplissage.","Archaïque. Remblai N-E de la grande terrasse","Seconde moitié du VIIe siècle av. J.-C.","Cyclades / Paros",,,"Servais, J. 1980. Aliki I. Les deux sanctuaires, Études Thasiennes IX, EfA, Athènes, p. 16, 24, fig. 30 h.",,24.742376000,40.605064000
"6523","6523",,"Aliki. Sanctuaire",1001,"Vase à mélanger le vin","Vase cycladique","Paro-Mélien","Cratère ou pithamphore","Larg. Max. : 0,063 m",,"Tesson de corps décoré des pattes arrières d'un grand quadrupède (cheval?) et de rosaces.","Archaïque. Remblai N-E de la grande terrasse","Seconde moitié du VIIe siècle av. J.-C.","Cyclades / Paros",,,"Servais, J. 1980. Aliki I. Les deux sanctuaires, Études Thasiennes IX, EfA, Athènes, p. 16, 24, fig. 30 i.",,24.742376000,40.605064000
"6524","6524",,"Aliki. Sanctuaire",1001,"Vase à boire","Chalice chiote?","S/O","Chalice?",,,"Tesson de corps décoré d'un personnage ailé et de motifs de remplissage secondaires (rosaces).","Archaïque. Remblai de la petite terrasse","Fin du VIIe siècle av. J.-C. d'après le contexte. Des exemplaires similaires sont connus jusqu'à la fin du VIe siècle.","Chios",,,"Servais, J. 1980. Aliki I. Les deux sanctuaires, Études Thasiennes IX, EfA, Athènes, p. 16, 24, fig. 30 j.",,24.742376000,40.605064000
"6532","6532",,"Aliki. Sanctuaire",1001,"Vase à boire","Kotyle","S\O","Kotyle corinthien",,,"Base avec pied triangulaire bas déversé vers l'extérieur. Décor d'arêtes rayonnantes. ","Archaïque. Remblai N-E de la grande terrasse","Protocorinthien. Milieu du VIIe siècle av. J.-C.","Corinthe",,,"Servais, J. 1980. Aliki I. Les deux sanctuaires, Études Thasiennes IX, EfA, Athènes, p. 16, 24, fig. 16 a.",,24.742376000,40.605064000
"6533","6533",,"Aliki. Sanctuaire",1001,"Vase à boire","Kotyle","S\O","Kotyle corinthien",,,"Base avec pied triangulaire bas déversé vers l'extérieur. Décor d'arêtes rayonnantes. ","Archaïque. Remblai N-E de la grande terrasse","Corinthien Ancien. Seconde moitié du VIIe siècle av. J.-C.","Corinthe",,,"Servais, J. 1980. Aliki I. Les deux sanctuaires, Études Thasiennes IX, EfA, Athènes, p. 16, 24, fig. 16 b.",,24.742376000,40.605064000
"6534","6534",,"Aliki. Sanctuaire",1001,"Vase à boire","Kotyle","S\O","Kotyle corinthien",,,"Lèvre haute et droite. Décor de traits verticaux au niveau de la lèvre et de la zone des anses. Filets concentriques au niveau de la vasque.","Archaïque. Remblai N-E de la grande terrasse","Protocorinthien. Milieu du VIIe siècle av. J.-C.","Corinthe",,,"Servais, J. 1980. Aliki I. Les deux sanctuaires, Études Thasiennes IX, EfA, Athènes, p. 16, 24, fig. 16 c.",,24.742376000,40.605064000
"6535","6535",,"Aliki. Sanctuaire",1001,"Vase à parfum","Aryballe globulaire","S\O","Aryballe corinthienne",,,"Embouchure d'aryballe décorée de filets circulaires. Anse large rubanée, plate.","Archaïque. Remblai N-E de la grande terrasse","Corinthien Moyen. Premier quart du VIe siècle av. J.-C.","Corinthien",,,"Servais, J. 1980. Aliki I. Les deux sanctuaires, Études Thasiennes IX, EfA, Athènes, p. 16, 24, fig. 16 d.",,24.742376000,40.605064000
"6536","6536",,"Aliki. Sanctuaire",1001,"Vase à parfum","Aryballe globulaire","S\O","Aryballe corinthienne",,,"Panse arrondie à décor floral.","Archaïque. Remblai N-E de la grande terrasse","Corinthien Moyen. Premier quart du VIe siècle av. J.-C.","Corinthe",,,"Servais, J. 1980. Aliki I. Les deux sanctuaires, Études Thasiennes IX, EfA, Athènes, p. 16, 24, fig. 16 e.",,24.742376000,40.605064000
"6537","6537",,"Aliki. Sanctuaire",1001,"Vase à parfum","Aryballe","S\O","Aryballe corinthienne",,,"Épaule décorée d'écailles incisées sur fond noir.","Archaïque. Remblai N-E de la grande terrasse","Corinthien Transitionnel. Seconde moitié du VIIe siècle av. J.-C.","Corinthe",,,"Servais, J. 1980. Aliki I. Les deux sanctuaires, Études Thasiennes IX, EfA, Athènes, p. 16, 24, fig. 16 f.",,24.742376000,40.605064000
"6538","6538",,"Aliki. Sanctuaire",1001,"Vase à parfum","Aryballe globulaire","S\O","Aryballe corinthienne",,,"Panse arrondie ornée d'un personnage ailé (Sphinge?).","Archaïque. Remblai N-E de la grande terrasse","Corinthien ancien. Dernier quart du VIIe – début du VIe siècle av. J.-C.","Corinthe",,,"Servais, J. 1980. Aliki I. Les deux sanctuaires, Études Thasiennes IX, EfA, Athènes, p. 16, 24, fig. 16 g. La description donnée par Servais (p. 24, note 50) ne correspond pas à la photo du tesson de la fig. 16 g.",,24.742376000,40.605064000
"6539","6539",,"Aliki. Sanctuaire",1001,"Vase à parfum","Aryballe piriforme","S\O","Aryballe corinthienne",,,"Embouchure sur haut col étroit. Décor de pétale sur le dessus de l'embouchure.","Archaïque. Remblai N-E de la grande terrasse","Corinthien ancien. Dernier quart du VIIe – début du VIe siècle av. J.-C.","Corinthe",,,"Servais, J. 1980. Aliki I. Les deux sanctuaires, Études Thasiennes IX, EfA, Athènes, p. 16, 24, fig. 16 h.",,24.742376000,40.605064000
"6540","6540",,"Aliki. Sanctuaire",1001,"Vase à parfum","Aryballe","S\O","Aryballe corinthienne",,,"Paroi arrondie décorée de filets concentriques.","Archaïque. Remblai N-E de la grande terrasse","Protocorinthien. Milieu du VIIe siècle av. J.-C.","Corinthe",,,"Servais, J. 1980. Aliki I. Les deux sanctuaires, Études Thasiennes IX, EfA, Athènes, p. 16, 24, fig. 16 i.",,24.742376000,40.605064000
"6541","6541",,"Aliki. Sanctuaire",1001,"Vase à parfum","Aryballe piriforme","S\O","Aryballe corinthienne","Haut. 0,042 m",,"Moitié supérieure du vase conservée. Embouchre ronde sur haut col étroit. Anse rubanée plate s'attachant au niveau du rebord. Panse piriforme décorée de filets concentriques.","Archaïque. Remblai N-E de la grande terrasse","Protocorinthien. Milieu du VIIe siècle av. J.-C.","Corinthe",,,"Servais, J. 1980. Aliki I. Les deux sanctuaires, Études Thasiennes IX, EfA, Athènes, p. 16, 24, fig. 16 j.",,24.742376000,40.605064000
"6542","6542",,"Aliki. Sanctuaire",1001,"Vase à parfum","Alabastre","S\O","Alabastre corinthienne",,,"Partie inférieure de la panse. Forme arrondie. Décor: Figure noire. Personnage ailée (Sphinge) avec rosettes incisées. Pétales rayonnants au niveau de la base.","Archaïque. Remblai N-E de la grande terrasse","Corinthien Ancien. Dernier quart du VIIe siècle av. J.-C.","Corinthe",,,"Servais, J. 1980. Aliki I. Les deux sanctuaires, Études Thasiennes IX, EfA, Athènes, p. 16, 24, fig. 16 k.",,24.742376000,40.605064000
"6544","6544",,"Aliki. Sanctuaire",1001,"Vase à boire","Kotyliskos","S/O","Kotyliskos miniature",,,"Kotyliskos miniature à décor linéaire.","Archaïque. Remblai N-E de la grande terrasse","Corinthien récent (525-480 av. J.-C.)","Corinthe",,,"Servais, J. 1980. Aliki I. Les deux sanctuaires, Études Thasiennes IX, EfA, Athènes, p. 24, note 50.",,24.742376000,40.605064000
"6554","6554",,"Aliki. Sanctuaire",1001,"Vase à boire","Coupe à bandes","Figures noires","Coupe à bandes attique",,,"Coupe à bandes avec pattes d'animaux","Archaïque. Remblai N-E de la grande terrasse","Deuxième quart du VIe siècle av. J.-C.","Attique",,,"Servais, J. 1980. Aliki I. Les deux sanctuaires, Études Thasiennes IX, EfA, Athènes, p. 26.",,24.742376000,40.605064000
"6563","6563",,"Aliki. Sanctuaire",1001,"Terre cuite - Figurine","Kouros","S/O","Figurine","haut. Cons.: 0,111 m",,"Kouros debout drapé. Chevelure tombante jusqu'aux omoplates divisée en trapèze par bandeaux horizontaux.","Archaïque. Remblai N-E de la grande terrasse. À proximité de l'autel-eschara central ou immédiatement sous ce dernier.","Dernier tiers du VIe siècle av. J.-C.","Thasos",,,"Servais, J. 1980. Aliki I. Les deux sanctuaires, Études Thasiennes IX, EfA, Athènes, p. 26, fig. 34.",,24.742376000,40.605064000
"6564","6564",,"Aliki. Sanctuaire",1001,"Terre cuite - Figurine","Koré","S/O","Figurine",,,"Fragment de coré-aryballe, drapée, le bras droit replié, un oiseau dans la main.","Archaïque. Remblai N-E de la grande terrasse. À proximité de l'autel-eschara central ou immédiatement sous ce dernier.","Deuxième quart du VIe siècle av. J.-C.","Thasos",,,"Servais, J. 1980. Aliki I. Les deux sanctuaires, Études Thasiennes IX, EfA, Athènes, p. 26; Voir aussi Weill RA 1976, p. 221, fig. 4 (Artémision, no. inv. 6237).",,24.742376000,40.605064000
"6566","6566",,"Aliki. Sanctuaire",1001,"Vase à boire","Coupe ou Skyphos","Figures noires","Coupe ou skuphos attique à figures noires",,,"Coupe ou skyphos attribuable au peintre du Polos","Archaïque. Remblai N-E de la grande terrasse","Deuxième quart du VIe siècle av. J.-C.","Attique",,,"Servais, J. 1980. Aliki I. Les deux sanctuaires, Études Thasiennes IX, EfA, Athènes, p. 26.",,24.742376000,40.605064000
"6525 c","6525 c",,"Aliki. Sanctuaire",1001,"Vase de service","Lékané","S\O","Lékané","S\O",,"Large marli avec décor de languettes. Filets concentriques et large bande à l'intérieur.","Archaïque. Remblai de la petite terrasse associé à un sanctuaire vraisemblablement antérieur à 600 av. J.-C.","Seconde moitié du VIIe siècle av. J.-C.","Grèce de l'Est ?",,,"Servais, J. 1980. Aliki I. Les deux sanctuaires, Études Thasiennes IX, EfA, Athènes, p. 16, 24, fig. 15 b.",,24.742376000,40.605064000
